,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
47,"['店', 0.04791444061693242]","['味', 0.05258778146564213]","['注文', 0.08553182591820038]","['単価', 0.17573699268511048]","['居酒屋', 0.09355228782317059]","['一人', 0.14710643152793457]","['店舗', 0.3192261936152523]","['安心', 0.15961309680762614]","['最近', 0.15961309680762614]","['感じ', 0.09355228782317059]","['綺麗', 0.17573699268511048]","['品', 0.14710643152793457]","['テレビ', 0.17573699268511048]","['タッチパネル', 0.1984623475512354]","['スタイル', 0.2373115982948447]","['チェーン', 0.2373115982948447]","['ミライザカ', 0.1984623475512354]","['ワタミ', 0.2373115982948447]","['共通', 0.2373115982948447]","['大手', 0.2373115982948447]","['当たり', 0.2373115982948447]","['数', 0.1984623475512354]","['数年', 0.2373115982948447]","['新ブランド', 0.2373115982948447]","['禁煙席', 0.2373115982948447]","['裏', 0.2373115982948447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"['外苑前', 0.17661195454932527]","['店', 0.0530173474341718]","['ラーメン', 0.17661195454932527]","['後', 0.12632072631044583]","['満席', 0.14190642162633837]","['青山', 0.1627733244862628]","['居酒屋', 0.10351564336180322]","['最高', 0.13362524328417652]","['チキン', 0.17661195454932527]","['締め', 0.1627733244862628]","['ミライザカ', 0.21959866581447401]","['クラス', 0.2625853770796228]","['スポーツイベント', 0.2625853770796228]","['ラーメン屋', 0.2625853770796228]","['人気', 0.21959866581447401]","['早慶戦', 0.2625853770796228]","['毎回', 0.5251707541592456]","['神', 0.2625853770796228]","['飯', 0.2625853770796228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"['ビール', 0.04960762435789149]","['ー', 0.26676954976728384]","['価格', 0.09467519737294737]","['オーダー', 0.0414489087340305]","['唐揚げ', 0.06926540380682639]","['店内', 0.07315040871086731]","['一', 0.05776633998175247]","['店', 0.02424477919234227]","['コース', 0.047337598686473685]","['サラダ', 0.12221337636593078]","['テーブル', 0.04327923287017993]","['食感', 0.06926540380682639]","['ボリューム', 0.05776633998175247]","['メニュー', 0.10536155173895684]","['皿', 0.06926540380682639]","['セット', 0.054778296695253845]","['平日', 0.0648936626370799]","['満席', 0.0648936626370799]","['居酒屋', 0.23668799343236843]","['感', 0.054778296695253845]","['塩', 0.0648936626370799]","['邪魔', 0.07443607614418873]","['エール', 0.10042224708083518]","['上', 0.06926540380682639]","['トマト', 0.07443607614418873]","['生ビール', 0.05776633998175247]","['揚げ', 0.10042224708083518]","['感じ', 0.09467519737294737]","['私', 0.06110668818296539]","['鴨', 0.16152893526380058]","['豊富', 0.07443607614418873]","['不思議', 0.10042224708083518]","['得', 0.08076446763190029]","['ネギ', 0.0648936626370799]","['名物', 0.0648936626370799]","['目的', 0.10042224708083518]","['想像', 0.08892318325576128]","['癖', 0.10042224708083518]","['風味', 0.08076446763190029]","['クオリティ', 0.08892318325576128]","['ハイボール', 0.20779621142047916]","['パクチー', 0.10042224708083518]","['絶妙', 0.08892318325576128]","['カフェ', 0.08892318325576128]","['茄子', 0.10042224708083518]","['漬け', 0.3012667412425055]","['人気', 0.10042224708083518]","['アンティーク', 0.12008002652977008]","['アールグレイ', 0.24016005305954016]","['ドライフラワー', 0.12008002652977008]","['ナムル', 0.12008002652977008]","['ハイカラ', 0.17784636651152255]","['ハッピーアワー', 0.12008002652977008]","['ーー', 0.12008002652977008]","['丁寧', 0.10042224708083518]","['党', 0.12008002652977008]","['全く', 0.10042224708083518]","['喉', 0.12008002652977008]","['大衆', 0.20084449416167036]","['天窓', 0.12008002652977008]","['暖簾', 0.12008002652977008]","['木', 0.12008002652977008]","['木々', 0.12008002652977008]","['毎日', 0.12008002652977008]","['洋', 0.12008002652977008]","['渇き', 0.12008002652977008]","['湯', 0.12008002652977008]","['臭み', 0.12008002652977008]","['菊', 0.12008002652977008]","['豆もやし', 0.24016005305954016]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"['ビール', 0.038663114796718294]","['中', 0.059401983855879976]","['帰り', 0.0539839650353739]","['オーダー', 0.129217549707364]","['リーズナブル', 0.12589217580830442]","['今回', 0.0337309026673333]","['何', 0.04058635464145143]","['唐揚げ', 0.0539839650353739]","['好き', 0.036893905642650784]","['店内', 0.02850592712332955]","['一', 0.04502184216659559]","['一番', 0.050576724053866186]","['他', 0.038663114796718294]","['店', 0.06613550691929576]","['サラダ', 0.047625237665496596]","['テーブル', 0.0337309026673333]","['出汁', 0.06294608790415221]","['方', 0.07051174763042116]","['旨味', 0.06294608790415221]","['注文', 0.0337309026673333]","['メニュー', 0.054744350594912006]","['野菜', 0.11598934439015489]","['セット', 0.04269302553611161]","['代わり', 0.07826693814280782]","['気', 0.07051174763042116]","['的', 0.03525587381521058]","['見た目', 0.06294608790415221]","['居酒屋', 0.07378781128530157]","['本場', 0.0693048152740295]","['登場', 0.07826693814280782]","['ディップ', 0.0693048152740295]","['マリネ', 0.15653387628561563]","['全て', 0.06294608790415221]","['感', 0.08538605107222322]","['看板', 0.058013875774767215]","['絶品', 0.07826693814280782]","['塩', 0.050576724053866186]","['大好き', 0.06294608790415221]","['気軽', 0.0539839650353739]","['表参道', 0.06192876466919446]","['トマト', 0.23205550309906886]","['カップル', 0.06294608790415221]","['事', 0.058013875774767215]","['女子', 0.138609630548059]","['最高', 0.047625237665496596]","['仕立て', 0.07826693814280782]","['枝豆', 0.138609630548059]","['感じ', 0.036893905642650784]","['旬', 0.07826693814280782]","['私', 0.047625237665496596]","['前菜', 0.07826693814280782]","['オシャレ', 0.17404162732430165]","['夏', 0.0693048152740295]","['得', 0.06294608790415221]","['盛り', 0.058013875774767215]","['豚肉', 0.058013875774767215]","['イタリアン', 0.0693048152740295]","['ニンニク', 0.07826693814280782]","['角切り', 0.07826693814280782]","['タイプ', 0.06294608790415221]","['ネギ', 0.050576724053866186]","['原宿', 0.036893905642650784]","['名物', 0.050576724053866186]","['海鮮', 0.058013875774767215]","['無限', 0.15653387628561563]","['食', 0.058013875774767215]","['魚介類', 0.07826693814280782]","['口', 0.06294608790415221]","['製', 0.15653387628561563]","['味わい', 0.058013875774767215]","['存在', 0.0693048152740295]","['明太子', 0.07826693814280782]","['素材', 0.12589217580830442]","['調理', 0.07826693814280782]","['綺麗', 0.0693048152740295]","['イチオシ', 0.07826693814280782]","['ハイボール', 0.0539839650353739]","['腹いっぱい', 0.0693048152740295]","['チョイス', 0.0693048152740295]","['ハイカラ', 0.0693048152740295]","['オイル', 0.09358778838146344]","['オイル煮', 0.09358778838146344]","['オクラ', 0.09358778838146344]","['キッシュ', 0.09358778838146344]","['キッシュキッシュ', 0.09358778838146344]","['キノコ', 0.09358778838146344]","['クリスピー', 0.09358778838146344]","['ゴボウ', 0.09358778838146344]","['ジュワー', 0.09358778838146344]","['チョウチン', 0.07826693814280782]","['ナス', 0.09358778838146344]","['ネーミング', 0.09358778838146344]","['パンプキンサラダ・シュールージュ・キャロットラペ・', 0.09358778838146344]","['ピッタリサッパリ', 0.09358778838146344]","['フランス', 0.09358778838146344]","['ブロッコリー', 0.09358778838146344]","['プリン', 0.09358778838146344]","['プレミアム', 0.09358778838146344]","['プレーン', 0.18717557676292687]","['ペロリ', 0.09358778838146344]","['ホント', 0.07826693814280782]","['ボイル', 0.09358778838146344]","['ポイント', 0.09358778838146344]","['ポン酢', 0.20791444582208854]","['マイルド', 0.09358778838146344]","['ムール貝', 0.09358778838146344]","['モットー', 0.09358778838146344]","['一緒に', 0.09358778838146344]","['主人', 0.09358778838146344]","['今', 0.15653387628561563]","['冷', 0.18717557676292687]","['原宿駅', 0.06294608790415221]","['合コン', 0.09358778838146344]","['唐', 0.09358778838146344]","['唐揚', 0.09358778838146344]","['大通り', 0.07826693814280782]","['女子会', 0.0693048152740295]","['存在感', 0.09358778838146344]","['本', 0.07826693814280782]","['煮付け', 0.09358778838146344]","['率', 0.09358778838146344]","['病み付き', 0.07826693814280782]","['素敵', 0.07826693814280782]","['紹介', 0.07826693814280782]","['買い物', 0.07826693814280782]","['逸品', 0.09358778838146344]","['隠れ家', 0.07826693814280782]",,,,,,,,,,,,,,,,,,
51,"['中', 0.03271943358847176]","['帰り', 0.05947022790022377]","['オーダー', 0.03558740602311245]","['今回', 0.037158894638289766]","['何', 0.04471105000503051]","['唐揚げ', 0.11894045580044754]","['店内', 0.0314029171703252]","['鶏', 0.04703181688708734]","['店', 0.052040501632688765]","['期待', 0.06390968895004179]","['味', 0.022846511339674185]","['方', 0.0776776900043642]","['旨味', 0.06934315014902134]","['火', 0.06934315014902134]","['食感', 0.05947022790022377]","['鶏肉', 0.06390968895004179]","['メニュー', 0.030153944824132892]","['皿', 0.11894045580044754]","['野菜', 0.04259235583726933]","['セット', 0.04703181688708734]","['風', 0.0763480999631782]","['半熟玉子', 0.08622102221197578]","['系', 0.0763480999631782]","['街', 0.08622102221197578]","['仲間', 0.12781937790008358]","['居酒屋', 0.12193003840640901]","['ディップ', 0.0763480999631782]","['ピリ辛', 0.06934315014902134]","['再現', 0.08622102221197578]","['到達', 0.08622102221197578]","['感', 0.04703181688708734]","['斬新', 0.08622102221197578]","['日本', 0.0763480999631782]","['状態', 0.06934315014902134]","['酸味', 0.08622102221197578]","['塩', 0.05571671706513655]","['気軽', 0.05947022790022377]","['表参道', 0.034111219378226726]","['カップル', 0.06934315014902134]","['事', 0.06390968895004179]","['女子', 0.1526961999263564]","['焼', 0.08622102221197578]","['豆腐', 0.12781937790008358]","['感じ', 0.040643346135469674]","['豊富', 0.06390968895004179]","['組み合わせ', 0.0763480999631782]","['シェフ', 0.0763480999631782]","['タイプ', 0.06934315014902134]","['ネギ', 0.05571671706513655]","['原宿', 0.08128669227093935]","['名物', 0.1114334341302731]","['専門店', 0.08622102221197578]","['海鮮', 0.06390968895004179]","['特製', 0.08622102221197578]","['自分', 0.06934315014902134]","['再訪', 0.0763480999631782]","['想像', 0.0763480999631782]","['焼きそば', 0.08622102221197578]","['クセ', 0.0763480999631782]","['味わい', 0.19172906685012536]","['驚き', 0.08622102221197578]","['クオリティ', 0.0763480999631782]","['ハイボール', 0.05947022790022377]","['絶妙', 0.0763480999631782]","['カフェ', 0.0763480999631782]","['マヨネーズ', 0.17244204442395156]","['近く', 0.1526961999263564]","['ハイカラ', 0.0763480999631782]","['全く', 0.08622102221197578]","['チョウチン', 0.08622102221197578]","['ポン酢', 0.1526961999263564]","['今', 0.08622102221197578]","['原宿駅', 0.06934315014902134]","['病み付き', 0.08622102221197578]","['素敵', 0.08622102221197578]","['紹介', 0.08622102221197578]","['買い物', 0.08622102221197578]","['ウフマヨ', 0.10309889427493024]","['クオリティー', 0.10309889427493024]","['クリーミー', 0.10309889427493024]","['コンセプト', 0.10309889427493024]","['ザーサイ', 0.20619778854986048]","['プリップリジューシー', 0.10309889427493024]","['リーズナブル・オシャレ', 0.10309889427493024]","['三本柱', 0.10309889427493024]","['仲良し', 0.10309889427493024]","['冷奴', 0.17244204442395156]","['別物', 0.10309889427493024]","['印象的', 0.10309889427493024]","['只者', 0.10309889427493024]","['塩味', 0.20619778854986048]","['変幻', 0.10309889427493024]","['外見', 0.10309889427493024]","['大変', 0.10309889427493024]","['家で', 0.10309889427493024]","['家内', 0.10309889427493024]","['手製', 0.10309889427493024]","['明治神宮前駅', 0.08622102221197578]","['曰く', 0.10309889427493024]","['淡白', 0.10309889427493024]","['焼きうどん', 0.10309889427493024]","['特徴的', 0.10309889427493024]","['自在', 0.10309889427493024]","['若者', 0.10309889427493024]","['衣', 0.10309889427493024]","['過度', 0.10309889427493024]","['部分', 0.20619778854986048]","['非', 0.10309889427493024]","['魅了', 0.10309889427493024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"['今回', 0.07700559727364646]","['家族', 0.1582186740375869]","['席', 0.06248900980348981]","['セット', 0.09746557817473393]","['鳥', 0.14370208656743025]","['ラーメン', 0.14370208656743025]","['満席', 0.115463581936222]","['大', 0.10872551819618613]","['電話', 0.17867865493867435]","['名', 0.115463581936222]","['事', 0.13244214654597805]","['最高', 0.10872551819618613]","['週末', 0.17867865493867435]","['満足', 0.12324210566634279]","['締め', 0.13244214654597805]","['餃子', 0.1582186740375869]","['ネギ', 0.115463581936222]","['名物', 0.115463581936222]","['黒', 0.14370208656743025]","['玉', 0.17867865493867435]","['パテ', 0.3573573098773487]","['レバー', 0.3573573098773487]","['一品', 0.1582186740375869]","['クロクロ', 0.2136552233099185]","['タタキ', 0.2136552233099185]","['ラッキー', 0.2136552233099185]","['始まり', 0.2136552233099185]","['手羽先', 0.2136552233099185]","['晩御飯', 0.2136552233099185]","['芋焼酎', 0.2136552233099185]","['鹿児島', 0.2136552233099185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"['野球', 0.313867837676143]","['人', 0.19098780046316963]","['料理', 0.17997849115404443]","['観戦', 0.2779277307477382]","['テーブル', 0.2705368507898689]","['鳥', 0.2524278190696563]","['後', 0.18054760521284666]","['雰囲気', 0.12954778185668295]","['看板', 0.23264855092982595]","['訪問', 0.1550476935347648]","['サービス', 0.21648771214125148]","['四', 0.2524278190696563]","['使用', 0.2524278190696563]","['近く', 0.2779277307477382]","['椅子', 0.313867837676143]","['話し声', 0.37530785628262975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"['中', 0.054842035610836844]","['好き', 0.06812354590668528]","['結構', 0.14451767197516419]","['野菜', 0.14278068043329237]","['会', 0.34868447519642953]","['居酒屋', 0.06812354590668528]","['上', 0.09967985379300051]","['気軽', 0.09967985379300051]","['表参道', 0.057174850011123164]","['名', 0.09338848037032477]","['以上', 0.10712096918788393]","['場所', 0.09338848037032477]","['目', 0.08313154918719118]","['最近', 0.11622815839880984]","['腹いっぱい', 0.12796936736935485]","['レモンサワー', 0.12796936736935485]","['レモン', 0.14451767197516419]","['ホント', 0.14451767197516419]","['アラサー', 0.17280718555151856]","['サワー', 0.17280718555151856]","['サークル', 0.17280718555151856]","['メンバー', 0.17280718555151856]","['同士', 0.17280718555151856]","['土曜', 0.14451767197516419]","['塚田農場', 0.3456143711030371]","['後輩', 0.3456143711030371]","['本元', 0.17280718555151856]","['本家', 0.17280718555151856]","['極み', 0.17280718555151856]","['盛況', 0.17280718555151856]","['結婚式', 0.3456143711030371]","['食べ物', 0.17280718555151856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"['好き', 0.054842741794995924]","['席', 0.04068870226822341]","['他', 0.05747266885551563]","['店', 0.042133004272001236]","['サラダ', 0.07079485261096045]","['卵', 0.22554669963564625]","['方', 0.05240780965649019]","['ボリューム', 0.06692490865546266]","['メニュー', 0.04068870226822341]","['野菜', 0.05747266885551563]","['地下', 0.054842741794995924]","['屋', 0.0802470924109075]","['東京', 0.09356927616635233]","['厚', 0.10302151596629937]","['感', 0.0634631258236153]","['カウンター', 0.06692490865546266]","['テーブル席', 0.06692490865546266]","['営業時間', 0.1163436997217442]","['半', 0.08623754937900716]","['味付け', 0.08623754937900716]","['感じ', 0.054842741794995924]","['角煮', 0.10302151596629937]","['久しぶり', 0.09356927616635233]","['ヘルシー', 0.1163436997217442]","['大きめ', 0.09356927616635233]","['原宿', 0.054842741794995924]","['食', 0.08623754937900716]","['ハイボール', 0.0802470924109075]","['コロナ', 0.10302151596629937]","['ポン酢', 0.10302151596629937]","['原宿駅', 0.09356927616635233]","['冷奴', 0.1163436997217442]","['コーレグース', 0.1391181232771361]","['サイコロ', 0.1391181232771361]","['ソーキソバ', 0.2782362465542722]","['ゾロ目', 0.1391181232771361]","['チャンプル', 0.1391181232771361]","['チンチロリン', 0.1163436997217442]","['テイクアウト', 0.1391181232771361]","['ポーク', 0.4173543698314083]","['ミミガー', 0.1391181232771361]","['メガ', 0.1391181232771361]","['三軒茶屋', 0.1391181232771361]","['偶数', 0.1391181232771361]","['切り', 0.1391181232771361]","['奇数', 0.1391181232771361]","['対策', 0.1391181232771361]","['島豆腐', 0.2782362465542722]","['柔ら', 0.1391181232771361]","['沖縄', 0.1391181232771361]","['沖縄料理', 0.20604303193259874]","['渋谷店', 0.1391181232771361]","['無料', 0.1163436997217442]","['硬め', 0.1391181232771361]","['野菜炒め', 0.1391181232771361]","['骨', 0.1391181232771361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"['一', 0.08521323358225097]","['料理', 0.04247231412571354]","['キャベツ', 0.10980336897619988]","['同僚', 0.1311738287044686]","['前', 0.08521323358225097]","['屋', 0.1021759217500103]","['次', 0.2623476574089372]","['仕事', 0.1311738287044686]","['階段', 0.10980336897619988]","['乾杯', 0.11913860991776962]","['ドリンク', 0.1021759217500103]","['生ビール', 0.08521323358225097]","['目', 0.3408529343290039]","['食堂', 0.1311738287044686]","['存在', 0.1311738287044686]","['開始', 0.1481365168722279]","['鯵', 0.1481365168722279]","['原宿駅', 0.11913860991776962]","['チンチロリン', 0.1481365168722279]","['沖縄料理', 0.2623476574089372]","['無料', 0.1481365168722279]","['ゲーム', 0.17713442382668623]","['ゴーヤチャンプル', 0.17713442382668623]","['タイミング', 0.17713442382668623]","['チャレンジ', 0.17713442382668623]","['ブドウ', 0.17713442382668623]","['メヒカリ', 0.17713442382668623]","['ラフテー', 0.35426884765337247]","['以前', 0.1481365168722279]","['南蛮漬け', 0.17713442382668623]","['把握', 0.17713442382668623]","['海', 0.17713442382668623]","['発', 0.17713442382668623]","['酒のつまみ', 0.17713442382668623]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"['ランチ', 0.08206230748054887]","['中', 0.0630402373135956]","['店', 0.040106385875813576]","['料理', 0.0476287326314107]","['メイン', 0.09061577700709954]","['時', 0.08614437640663368]","['ワタ', 0.1661212651180746]","['夜', 0.11458075121583511]","['ガラス', 0.1661212651180746]","['貴重', 0.26720564276557673]","['刺身', 0.13360282138278837]","['盛り', 0.12313422074238578]","['白', 0.14709919495112134]","['原宿', 0.07830716808317126]","['黒', 0.13360282138278837]","['再訪', 0.14709919495112134]","['刺し', 0.1661212651180746]","['明治神宮前', 0.14709919495112134]","['アリ', 0.1661212651180746]","['沖縄料理', 0.14709919495112134]","['グルテン', 0.19863970885336088]","['レポ', 0.19863970885336088]","['也', 0.19863970885336088]","['回遊', 0.19863970885336088]","['固定', 0.19863970885336088]","['地域', 0.19863970885336088]","['本気', 0.39727941770672176]","['残波', 0.19863970885336088]","['泡盛', 0.19863970885336088]","['無理', 0.19863970885336088]","['豆腐よう', 0.19863970885336088]","['酒好き', 0.19863970885336088]","['難儀', 0.19863970885336088]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"['中', 0.061611549284456994]","['席', 0.037853777890732236]","['店内', 0.01971083814438754]","['一番', 0.03497201186918167]","['店', 0.006532908386001652]","['串', 0.04352498850969545]","['味', 0.05736077126054706]","['チキンカツ', 0.054118813365207435]","['トマトソース', 0.054118813365207435]","['写真', 0.04792182308552521]","['時', 0.05612805110651112]","['量', 0.06994402373836334]","['平日', 0.03497201186918167]","['前', 0.031131007950330983]","['地下', 0.05102165591670511]","['時間', 0.04011453865639009]","['朝', 0.054118813365207435]","['夜', 0.03732799823001322]","['日本語', 0.054118813365207435]","['生', 0.03732799823001322]","['通り', 0.031131007950330983]","['階', 0.04792182308552521]","['階段', 0.08022907731278019]","['チーズ', 0.104916035607545]","['カウンター', 0.031131007950330983]","['テーブル席', 0.031131007950330983]","['ビル', 0.03732799823001322]","['上', 0.03732799823001322]","['一緒', 0.04352498850969545]","['名', 0.06994402373836334]","['年', 0.10823762673041487]","['焼酎', 0.054118813365207435]","['生ビール', 0.031131007950330983]","['焼き', 0.03497201186918167]","['間隔', 0.054118813365207435]","['値段', 0.04011453865639009]","['大きめ', 0.04352498850969545]","['入り', 0.04792182308552521]","['各', 0.054118813365207435]","['名物', 0.03497201186918167]","['黒', 0.04352498850969545]","['全部', 0.03732799823001322]","['苦手', 0.054118813365207435]","['分', 0.04352498850969545]","['十', 0.054118813365207435]","['時計', 0.054118813365207435]","['結果', 0.054118813365207435]","['音', 0.054118813365207435]","['高さ', 0.054118813365207435]","['明太', 0.10823762673041487]","['着席', 0.054118813365207435]","['感動', 0.054118813365207435]","['外', 0.5411881336520744]","['アルコール', 0.04792182308552521]","['氷', 0.10823762673041487]","['テレビ', 0.04792182308552521]","['奥', 0.054118813365207435]","['数', 0.054118813365207435]","['本', 0.054118813365207435]","['椅子', 0.054118813365207435]","['イキフン', 0.06471263822071943]","['キンミヤ', 0.06471263822071943]","['ジェンキンス', 0.06471263822071943]","['ジャガパリサラダ', 0.06471263822071943]","['ジョッキ', 0.12942527644143886]","['ジョン', 0.06471263822071943]","['ジョージ', 0.06471263822071943]","['スパカツ', 0.1941379146621583]","['スパゲチー', 0.06471263822071943]","['スリム', 0.06471263822071943]","['ナカ', 0.1941379146621583]","['ネギマ', 0.06471263822071943]","['ホッピー', 0.06471263822071943]","['ホテル', 0.06471263822071943]","['ポンコツ', 0.06471263822071943]","['マイナス', 0.06471263822071943]","['マヨ', 0.1941379146621583]","['マンボウ', 0.12942527644143886]","['ミートソース', 0.06471263822071943]","['モモ', 0.06471263822071943]","['ラベルベジ', 0.06471263822071943]","['不可', 0.06471263822071943]","['伝統の一戦', 0.06471263822071943]","['兄弟', 0.06471263822071943]","['即', 0.12942527644143886]","['原曲', 0.06471263822071943]","['古', 0.12942527644143886]","['可', 0.12942527644143886]","['可動', 0.06471263822071943]","['国', 0.06471263822071943]","['塩辛', 0.06471263822071943]","['増し', 0.06471263822071943]","['夏川りみ', 0.06471263822071943]","['大きな古時計', 0.06471263822071943]","['大英帝国', 0.06471263822071943]","['大量', 0.06471263822071943]","['大音量', 0.06471263822071943]","['子供', 0.06471263822071943]","['実話', 0.12942527644143886]","['客', 0.054118813365207435]","['密', 0.06471263822071943]","['対', 0.06471263822071943]","['小瓶', 0.06471263822071943]","['左利き', 0.06471263822071943]","['巨人', 0.06471263822071943]","['平井堅', 0.12942527644143886]","['急', 0.06471263822071943]","['撤収', 0.06471263822071943]","['本来', 0.06471263822071943]","['柔', 0.06471263822071943]","['機', 0.06471263822071943]","['歌', 0.12942527644143886]","['正解', 0.06471263822071943]","['泡', 0.06471263822071943]","['瓶', 0.12942527644143886]","['瓶ビール', 0.12942527644143886]","['白黒', 0.06471263822071943]","['竹下通り', 0.054118813365207435]","['簡単', 0.06471263822071943]","['経営者', 0.06471263822071943]","['置き時計', 0.06471263822071943]","['置時計', 0.06471263822071943]","['背もたれ', 0.06471263822071943]","['車いす', 0.06471263822071943]","['軟骨', 0.06471263822071943]","['近場', 0.06471263822071943]","['釧路', 0.12942527644143886]","['長寿', 0.06471263822071943]","['阪神', 0.06471263822071943]","['頭', 0.06471263822071943]","['飲食', 0.06471263822071943]",,,,,,,,,,,,,,
59,"['中', 0.03432741647305304]","['価格', 0.08528149277879256]","['利用', 0.0316358478359533]","['席', 0.1265433913438132]","['店', 0.0545980103286789]","['料理', 0.02593536145793537]","['テーブル', 0.038985052980143875]","['便利', 0.09045831830186923]","['注文', 0.038985052980143875]","['定食', 0.062392867387461144]","['ランチタイム', 0.09045831830186923]","['印象', 0.05504366224327057]","['単品', 0.08010019541676049]","['地下', 0.04264074638939628]","['昼', 0.08010019541676049]","['的', 0.04074756380232717]","['居酒屋', 0.04264074638939628]","['食事', 0.052034744502352376]","['一人', 0.06705050389455199]","['到着', 0.0727509902725699]","['通り', 0.052034744502352376]","['沿い', 0.08010019541676049]","['邪魔', 0.06705050389455199]","['カウンター', 0.10406948900470475]","['気軽', 0.062392867387461144]","['訪問', 0.04468553935816181]","['生ビール', 0.15610423350705713]","['一杯', 0.09045831830186923]","['二', 0.08010019541676049]","['卓', 0.12478573477492229]","['類', 0.0727509902725699]","['食堂', 0.24030058625028144]","['原宿', 0.17056298555758512]","['オープン', 0.16020039083352097]","['残念', 0.0727509902725699]","['アルコール', 0.08010019541676049]","['大衆', 0.09045831830186923]","['明治神宮前駅', 0.09045831830186923]","['以前', 0.09045831830186923]","['竹下通り', 0.2713749549056077]","['オフィス', 0.1081656463311686]","['サッポロ', 0.1081656463311686]","['ジャニーズショップ', 0.1081656463311686]","['テーブルー', 0.1081656463311686]","['デュアーズハイボール', 0.1081656463311686]","['ニ', 0.1081656463311686]","['フェア', 0.1081656463311686]","['プロ', 0.1081656463311686]","['ポスター', 0.1081656463311686]","['入口', 0.09045831830186923]","['出口', 0.09045831830186923]","['半額', 0.3244969389935058]","['号', 0.3244969389935058]","['告知', 0.1081656463311686]","['好', 0.1081656463311686]","['実施', 0.1081656463311686]","['年末', 0.1081656463311686]","['引き', 0.1081656463311686]","['教会', 0.1081656463311686]","['昨年', 0.1081656463311686]","['期間限定', 0.1081656463311686]","['横目', 0.1081656463311686]","['残り', 0.1081656463311686]","['真ん中', 0.1081656463311686]","['税抜', 0.1081656463311686]","['観光地', 0.1081656463311686]","['記念', 0.1081656463311686]","['通常価格', 0.2163312926623372]","['黒ラベル', 0.1081656463311686]","['ＪＫ', 0.2163312926623372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
